Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Originale Auflösungen;∅ Anrainer DE/LU [€/MWh] Originale Auflösungen;Belgien [€/MWh] Originale Auflösungen;Dänemark 1 [€/MWh] Originale Auflösungen;Dänemark 2 [€/MWh] Originale Auflösungen;Frankreich [€/MWh] Originale Auflösungen;Niederlande [€/MWh] Originale Auflösungen;Norwegen 2 [€/MWh] Originale Auflösungen;Österreich [€/MWh] Originale Auflösungen;Polen [€/MWh] Originale Auflösungen;Schweden 4 [€/MWh] Originale Auflösungen;Schweiz [€/MWh] Originale Auflösungen;Tschechien [€/MWh] Originale Auflösungen;DE/AT/LU [€/MWh] Originale Auflösungen;Italien (Nord) [€/MWh] Originale Auflösungen;Slowenien [€/MWh] Originale Auflösungen;Ungarn [€/MWh] Originale Auflösungen
28.09.2022;19:00;20:00;640,42;520,56;640,42;640,42;640,42;640,42;640,42;310,12;640,42;272,19;75,61;585,26;640,42;-;640,42;640,42;640,42
28.09.2022;20:00;21:00;510;430,31;510;510;510;510;510;306,21;510;261,64;76,76;518,82;510;-;510;510;510
28.09.2022;21:00;22:00;419,99;361,77;419,99;419,99;419,99;419,99;419,99;301,83;419,99;214,42;70,25;453,08;419,99;-;419,99;419,99;419,99
28.09.2022;22:00;23:00;372,61;327,04;372,61;372,61;372,61;372,61;372,61;283,95;372,61;214,38;70;420,79;372,61;-;372,61;372,61;372,61
28.09.2022;23:00;00:00;361,8;313,51;361,8;361,8;361,8;361,8;361,8;282,81;361,8;188,51;60,17;384,48;361,8;-;361,8;361,8;361,8
29.09.2022;00:00;01:00;351,45;306,46;351,45;351,45;351,45;351,45;351,45;302,82;351,45;199,96;50,66;357,48;351,45;-;351,45;351,45;351,45
29.09.2022;01:00;02:00;336,51;291,37;336,51;336,51;336,51;336,51;336,51;299,97;336,51;167,87;51,8;329,9;336,51;-;336,51;336,51;336,51
29.09.2022;02:00;03:00;326,14;284,59;326,14;326,14;326,14;326,14;326,14;299,94;326,14;167,86;52,94;326,72;326,14;-;326,14;326,14;326,14
29.09.2022;03:00;04:00;315,19;276,71;315,19;315,19;315,19;315,19;315,19;299,93;315,19;167,87;50,47;319,19;315,19;-;315,19;315,19;315,19
29.09.2022;04:00;05:00;320;282,76;320;320;320;320;320;300,5;320;192,43;56,49;320,99;320;-;320;320;320
29.09.2022;05:00;06:00;345,53;303,47;345,53;345,53;345,53;345,53;345,53;306,3;345,53;209,31;63,33;340,48;345,53;-;345,53;345,53;345,53
29.09.2022;06:00;07:00;440,07;377,34;440,07;440,07;440,07;440,07;440,07;311,96;440,07;248,74;73,98;435,52;440,07;-;440,07;440,07;440,07
29.09.2022;07:00;08:00;569,93;473,7;569,93;569,93;569,93;569,93;569,93;314,58;569,93;298,46;92,7;515,47;569,93;-;569,93;569,93;569,93
29.09.2022;08:00;09:00;583,44;491,96;583,1;583,44;583,44;585;583,44;332,87;583,44;277,46;181,53;534,84;582,99;-;585;585;585,76
29.09.2022;09:00;10:00;478,2;406,73;349,3;407,08;478,2;674,4;407,08;354,98;453,02;248,16;151,59;459,97;490,24;-;674,4;522,48;498,04
29.09.2022;10:00;11:00;443,38;377,28;314;371,75;443,38;584,6;371,75;360,97;440;210,71;142,95;452,26;457,72;-;584,6;475,12;467,97
29.09.2022;11:00;12:00;377,86;362,58;359,87;352,1;377,86;558,86;352,1;338,8;415;209,03;183,42;446,08;395,21;-;558,86;476,67;426,87
29.09.2022;12:00;13:00;394,98;348,32;298,59;330,49;394,98;535,36;330,49;324,69;394,98;209,47;171,7;432,94;407,8;-;535,36;420,36;423,48
29.09.2022;13:00;14:00;344,25;344,29;336,1;344,25;344,25;503,77;344,25;333,58;372,6;208,65;229,94;428,97;340,88;-;503,77;385,02;372,6
29.09.2022;14:00;15:00;335,99;336,91;326,38;335,3;335,99;509;335,3;325,57;374,77;209,37;186,28;422,92;345,08;-;509;377,41;356,3
29.09.2022;15:00;16:00;368,94;347,79;323,83;350;368,94;484;350;339,85;395,7;210,01;209,96;415,98;377,46;-;484;398,67;383,61
29.09.2022;16:00;17:00;389,75;356,2;344,1;366,45;389,75;426,8;366,45;355,07;398,52;211,65;242,84;421,78;394,76;-;426,8;400;396,82
29.09.2022;17:00;18:00;445,01;408,77;445,01;445,01;445,01;445,01;445,01;361,25;445,01;245,59;312,51;462,03;445,01;-;445,01;445,01;445,01
29.09.2022;18:00;19:00;523,19;471,8;523,19;523,19;523,19;523,19;523,19;365,55;523,19;263,07;365,55;533,25;523,19;-;523,19;523,19;523,19
29.09.2022;19:00;20:00;605;539,51;605;605;605;605;605;359,94;605;359,14;359,94;620,61;605;-;605;605;605
29.09.2022;20:00;21:00;520;467,14;520;520;520;520;520;357,19;520;323,86;294,35;523,09;520;-;520;520;520
29.09.2022;21:00;22:00;424,99;387,16;424,99;424,99;424,99;424,99;424,99;343,21;424,99;244,12;245,97;450,52;424,99;-;424,99;424,99;424,99
29.09.2022;22:00;23:00;397,03;347,31;397,03;397,03;397,03;397,03;397,03;324,51;397,03;215;89,2;412,52;397,03;-;397,03;397,03;397,03
29.09.2022;23:00;00:00;374,46;328,64;374,46;374,46;374,46;374,46;374,46;320,54;374,46;208,09;78,19;387,02;374,46;-;374,46;374,46;374,46
30.09.2022;00:00;01:00;349,44;312,32;349,44;349,44;349,44;349,44;349,44;326,18;349,44;206,14;95,65;361,49;349,44;-;349,44;349,44;349,44
30.09.2022;01:00;02:00;336,1;299,99;336,1;336,1;336,1;336,1;336,1;309,95;336,1;198,59;90,9;347,71;336,1;-;336,1;336,1;336,1
30.09.2022;02:00;03:00;325,03;291,17;325,03;325,03;325,03;325,03;325,03;307,63;325,03;197,21;85,14;337,73;325,03;-;325,03;325,03;325,03
30.09.2022;03:00;04:00;322,42;288,6;322,42;322,42;322,42;322,42;322,42;306,43;322,42;196,03;84,99;330,19;322,42;-;322,42;322,42;322,42
30.09.2022;04:00;05:00;324,8;291,91;324,8;324,8;324,8;324,8;324,8;306,37;324,8;206,13;88,31;336,61;324,8;-;324,8;324,8;324,8
30.09.2022;05:00;06:00;348,44;312,45;348,44;348,44;348,44;348,44;348,44;306,85;348,44;206,13;125,01;359,91;348,44;-;348,44;348,44;348,44
30.09.2022;06:00;07:00;429,99;394,34;429,99;429,99;429,99;429,99;429,99;312,96;429,99;254,12;312,96;447,74;429,99;-;429,99;429,99;429,99
30.09.2022;07:00;08:00;524;472,78;524;524;524;524;524;339,54;524;268,51;339,54;585,01;524;-;524;524;524
30.09.2022;08:00;09:00;538,92;476,09;512,1;538,92;538,92;559,91;528,26;354,2;536,58;200,71;354,2;571,04;542,16;-;559,91;559,91;546,14
30.09.2022;09:00;10:00;431,37;386,6;279,77;431,37;431,37;551,71;350,33;348,83;459,96;137,32;348,83;464,98;448,1;-;551,71;464,71;454,54
30.09.2022;10:00;11:00;376,35;351,26;320,07;376,35;376,35;421,25;342,1;338,42;386,96;144,03;338,42;437,34;382,58;-;421,25;388,71;384,94
30.09.2022;11:00;12:00;334,17;317,08;236,96;334,17;334,17;411,7;267,79;316,39;353,5;134,68;316,39;437,1;344,99;-;411,7;355,52;348,99
30.09.2022;12:00;13:00;279,01;264,98;106,31;279,01;279,01;415,44;167,56;279,01;313,36;85,57;279,01;412,25;298,27;-;415,44;316,96;305,33
30.09.2022;13:00;14:00;252,2;247,09;210,94;252,2;252,2;286,02;229,9;252,2;284,54;79,72;252,2;320,71;297,35;-;367,86;296,36;306,54
30.09.2022;14:00;15:00;200,03;209,89;123,81;200,03;200,03;263,46;159,05;200,03;270,71;102,83;200,03;294,62;294,18;-;377,42;291,32;313,36
30.09.2022;15:00;16:00;195,36;211,77;110,83;195,36;195,36;267,38;148,55;195,36;285,58;137,32;190,67;285,64;317,42;-;377,42;312,2;342,07
30.09.2022;16:00;17:00;218,23;233,44;194,34;218,23;218,23;244,96;200;215,7;302,32;134,68;212,99;301,73;324,64;-;380,19;321,38;349,29
30.09.2022;17:00;18:00;306,61;306,87;266,66;306,61;306,61;298,85;304,82;293,92;379,89;194,24;293,92;350,2;379,89;-;380,19;380,19;400,71
30.09.2022;18:00;19:00;365,85;340,72;316,36;365,85;365,85;357,41;352,79;279,94;405,08;251,45;264;368,07;421,14;-;416,92;416,92;437,25
30.09.2022;19:00;20:00;356,73;333,29;333,86;339,09;356,73;382,39;339,09;302,05;424,93;268,53;110,8;370,09;438,65;-;481,66;454,32;494,17
30.09.2022;20:00;21:00;308,23;291,37;288,29;292,71;308,23;328,49;292,71;292,71;355,17;247;81,63;346,23;371,93;-;400;400;420,89
30.09.2022;21:00;22:00;192,44;206,14;176,66;192,44;192,44;221,09;192,44;192,44;267,08;196,21;69,84;295;271,9;-;370,09;299,3;342,1
30.09.2022;22:00;23:00;164;180,31;131,72;164;164;201,33;164;168,9;222,47;206,26;49,46;278,59;232,68;-;351,86;243,98;270,2
30.09.2022;23:00;00:00;91,95;131,07;111,54;91,95;91,95;155,72;91,95;94,7;172,89;168,68;45,24;241,41;175,72;-;351,86;195,44;218,27
